date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260312,PE,23600,2026-03-12 13:07:01.035000+05:30,2026-03-12 13:09:27.508000+05:30,213.65,200.7,65,-841.75,78.53,-920.28,Flip,2026-03
20260312,PE,23600,2026-03-12 14:00:00.076000+05:30,2026-03-12 14:05:22.393000+05:30,178.65,167.25,65,-741.0,73.32,-814.32,Flip,2026-03
20260313,CE,23450,2026-03-13 11:33:01.464000+05:30,2026-03-13 11:46:34.658000+05:30,216.7,214.35,65,-152.75,80.32,-233.07,Flip,2026-03
20260313,CE,23450,2026-03-13 14:20:00.354000+05:30,2026-03-13 14:35:34.294000+05:30,153.0,146.2,65,-442.0,69.94,-511.94,Flip,2026-03
20260313,PE,23450,2026-03-13 12:09:00.345000+05:30,2026-03-13 12:46:51.540000+05:30,288.9,364.0,65,4881.5,101.12,4780.38,Flip,2026-03
20260313,PE,23450,2026-03-13 14:56:01.629000+05:30,2026-03-13 14:59:46.549000+05:30,419.25,398.0,65,-1381.25,109.19,-1490.44,Flip,2026-03
20260316,CE,23150,2026-03-16 11:11:00.841000+05:30,2026-03-16 11:39:18.148000+05:30,147.35,198.75,65,3341.0,76.34,3264.66,Flip,2026-03
20260316,CE,23150,2026-03-16 14:19:00.733000+05:30,2026-03-16 15:00:10.187000+05:30,196.3,336.2,65,9093.5,94.94,8998.56,Flip,2026-03
20260316,PE,23150,2026-03-16 12:49:00.126000+05:30,2026-03-16 12:53:45.781000+05:30,190.15,178.0,65,-789.75,75.0,-864.75,Flip,2026-03
20260317,CE,23400,2026-03-17 12:46:00.277000+05:30,2026-03-17 12:54:09.897000+05:30,94.45,86.55,65,-513.5,60.78,-574.28,Flip,2026-03
20260318,PE,23650,2026-03-18 14:34:00.847000+05:30,2026-03-18 14:51:06.006000+05:30,158.0,160.85,65,185.25,71.92,113.33,Flip,2026-03
20260320,CE,23250,2026-03-20 12:46:00.635000+05:30,2026-03-20 13:00:00.162000+05:30,229.9,225.05,65,-315.25,82.04,-397.29,Flip,2026-03
